filename,url,http_status,bytes
carey.html,https://www.ship-ubf.org/leaders/carey.html,200,28823
dwight.html,https://www.ship-ubf.org/leaders/dwight.html,200,21135
edwards.html,https://www.ship-ubf.org/leaders/edwards.html,200,15266
luther.html,https://www.ship-ubf.org/leaders/luther.html,200,21870
nightingale.html,https://www.ship-ubf.org/leaders/nightingale.html,200,6119
whitefield.html,https://www.ship-ubf.org/leaders/whitefield.html,200,31970
wilder.html,https://www.ship-ubf.org/leaders/wilder.html,200,22537
winthrop.html,https://www.ship-ubf.org/leaders/winthrop.html,200,23559
