filename,url,http_status,bytes
Joseph.pdf,https://www.ship-ubf.org/leaders/characters/Joseph.pdf,200,88238
Shriveled_Hand.pdf,https://www.ship-ubf.org/leaders/characters/Shriveled_Hand.pdf,200,125256
Mark.pdf,https://www.ship-ubf.org/leaders/characters/Mark.pdf,200,105202
Mary.pdf,https://www.ship-ubf.org/leaders/characters/Mary.pdf,200,127564
Rahab.pdf,https://www.ship-ubf.org/leaders/characters/Rahab.pdf,200,127462
Timothy.pdf,https://www.ship-ubf.org/leaders/characters/Timothy.pdf,200,103760
Zechariah.pdf,https://www.ship-ubf.org/leaders/characters/Zechariah.pdf,200,124987
